Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Hours,Minutes,Seconds,Overall Seconds,Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Likes Per 10000 Views,Total No of Comments,Comment Per 10K Views,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness of the Thumbnail (Rating of 1 to 10),Trustworthiness of the Video (Rating of 1 to 10),Does the Video Require Subject Matter Expertise from an Expert ?,Is the Content Creator SME of the topic ?,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
F851,https://www.youtube.com/watch?v=UgxROd0p0YA,This is video 3 animated you tube or R G buckel list or Not your type or Hard toonz,0:06:28,0,6,28,388,Hindi,Entertainment,44,0,0,0,0,199,9/29/2022,5/29/2022,Educational,Not Available,18675,3,1,Yes,Not Required,Not Trustable,Praneeth kodam
Face Prep,https://www.youtube.com/watch?v=HEGYvcAiAsk,Quantitative Aptitude shortcuts & Tricks for Placements,1:06:19,1,6,19,"3,979",English,Educational,25173,401,159,12,5,341000,3/22/2019,1/2/2016,Employment,Not Available,9983996,8,7,No,Not Required,Trustable,Lydia
FactTechz,https://www.youtube.com/watch?v=oKZeTQ6PreY,The Chernobyl Incident | FactTechz Specials - S1E1,0:13:38,0,13,38,818,Hindi,Educational,6158185,485000,788,32001,52,1750000,7/28/2020,7/24/2016,Entertainment,Delhi,2126580970,7,7,No,Not Required,Trustable,Utsav Tiwary
Film Companion,https://www.youtube.com/watch?v=dasNLuBOknA,Rishab Shetty Interview with Anupama Chopra,16:35:00,16,35,0,"59,700",Hindi,Entertainment,298600,13700,459,1698,57,144000,10/13/2022,7/31/2014,Entertainment,Maharashtra,411238225,10,10,No,Yes,Trustable,Sai Prateek
Filmymoji,https://www.youtube.com/watch?v=uyI20XwCj3Q,Middle class madhu telugu comedy video,0:09:01,0,9,1,541,Telugu,Entertainment,7118508,184000,258,2700,4,3540000,10/7/2020,3/23/2018,Entertainment,Not Available,642167009,7,8,Yes,Yes,Trustable,Praneeth kodam
Filter Copy,https://www.youtube.com/watch?v=QHmtz9rRihA,FilterCopy | Neighbourhood Romance: Meeting Your Crush After A Long Time | Ft. Devishi & Omkar,0:10:10,0,10,10,610,Hindi,Entertainment,1170271,55000,470,844,7,9760000,10/14/2011,8/4/2015,Entertainment,Not Available,3724849135,9,9,No,Not Required,Trustable,Manya Tyagi
Filter Copy,https://www.youtube.com/watch?v=-kNm-F45V0I,"FilterCopy | Things We've All Learnt In Our Childhood | ???? ?? ???
",0:03:08,0,3,8,188,Hindi,Entertainment,92613364,474000,51,5966,1,97600000,5/2/2019,4/9/2015,Entertainment,Maharashtra,3721669333,10,10,No,Not Required,Trustable,Himanshi
Filter Copy,https://www.youtube.com/watch?v=HhGbYHQFbXI,If Your Mom Could Hear Your Thoughts,0:04:15,0,4,15,255,Hindi,Entertainment,2053927,84000,409,691,3,9760000,9/21/2022,9/4/2015,Entertainment,Maharashtra,3718262476,9,9,Yes,Yes,Trustable,roshan kumar sinha
Filter Copy,https://www.youtube.com/watch?v=sq-udj_OtyI,FilterCopy | When A 21 Year Old Falls For A 31 Year Old,10:04:00,10,4,0,"36,240",Hindi,Entertainment,2600000,82100,316,1950,8,9760000,10/8/2022,9/4/2015,Entertainment,Maharashtra,3720948064,10,10,No,Not Required,Trustable,Sai Prateek
Filter Copy,https://www.youtube.com/watch?v=_0ZvgNOPOdk,FilterCopy | When You Don't Drink Alcohol | Ft. Aditya Pandey & Gunit Cour,3:15:00,3,15,0,"11,700",Hindi,Entertainment,687925,28000,407,371,5,9770000,9/14/2022,9/4/2015,Entertainment,Not Available,3732086619,7,7,No,Not Required,Not Trustable,Diya Kalra
Find Your Style with ME,https://www.youtube.com/watch?v=TJ5ie6lsYJA,How to build your basic Wardrobe- jeans and Pants Collection @H&M,12:27:00,12,27,0,"44,820",English,Lifestyle,12200,633,519,62,51,64000,9/26/2022,5/5/2015,Lifestyle,Maharashtra,7923787,10,10,No,Not Required,Trustable,Sai Prateek
Finding WHY with Mayuri,https://www.youtube.com/channel/UCtR0QdHQ1ia_RikzKC7YsDw,How NOT To Create LINKEDIN PROFILE ? | LinkedIn Profile Tips | Finding WHY with Mayuri,14:56:00,14,56,0,"53,760",Hindi,Educational,1199,94,784,20,167,13800,10/11/2022,12/29/2021,Lifestyle,Not Available,140701,7,8,Yes,Yes,Trustable,Diya Kalra
FING,https://www.youtube.com/watch?v=pSfqOHgb5BI,REAL VIDEOS FOUND ON THE DARK WEB PART 1,0:15:59,0,15,59,959,Hindi,Educational,3522169,213000,605,6858,19,861000,10/13/2021,3/7/2012,Tech,Haryana,58176113,9,9,Yes,Yes,Trustable,roshan kumar sinha
Finladder,https://www.youtube.com/watch?v=9aLoJUHqZ7M,Financial Modeling | Financial Modeling Internship | What exactly is financial modeling ?,9:10:00,9,10,0,"33,000",Hindi,Educational,25552,1100,430,91,36,58600,2/7/2022,1/5/2019,Share Market,Not Available,2556781,7,9,Yes,Yes,Trustable,Diya Kalra
Finladder,https://www.youtube.com/watch?v=j_GNWgWrOf0,Finance Interview Guaranteed after this!??,6:11:00,6,11,0,"22,260",Hindi,Finance,5656,347,614,59,104,58600,8/29/2022,1/5/2019,Share Market,Not Available,2556781,5,7,Yes,Yes,Trustable,Diya Kalra
Firstpost,https://www.youtube.com/watch?v=MkndLeZLuuo,India’s S Jaishankar Calls For UN Reforms | Comments on Tough Ties With China,0:04:24,0,4,24,264,English,Lifestyle,23527,704,299,227,96,105000,10/12/2022,10/10/2019,News,Maharashtra,31052744,9,10,Yes,Yes,Trustable,roshan kumar sinha
Fit Tak ,https://www.youtube.com/watch?v=2qLqkAQKKCk,Face Yoga For Radiant Skin | Radiant Skin | Face Yoga | Yoga | Skincare | Fit Tak,0:03:28,0,3,28,208,Hindi,Lifestyle,7129,254,356,10,14,1840000,10/5/2022,8/16/2017,Health,Not Available,189090530,10,10,No,Not Required,Trustable,Vaishnavi
Fit Tuber,https://www.youtube.com/watch?v=-X6395gykhg,WEIGHT LOSS - Indian Weight Loss Diet,0:06:19,0,6,19,379,English,Lifestyle,6073289,162000,267,3688,6,6620000,4/21/2017,8/21/2016,Health,Not Available,705164837,10,7,No,Not Required,Trustable,Mahesh
Fit Tuber,https://www.youtube.com/watch?v=G-lzFmHgoyE,5 Toxin Free Bathing Soaps in India Under Rs 199 (Not Sponsored),0:09:15,0,9,15,555,English,Health,2434096,79000,325,6100,25,6620000,11/8/2019,8/21/2016,Health,Not Available,704124503,6,6,Yes,Yes,Trustable,Srikrishna
Fit Tuber,https://www.youtube.com/watch?v=s2NQhpFGIOg,15 Min Daily Yoga Routine for Beginners (Follow Along),0:19:58,0,19,58,"1,198",Hindi,Lifestyle,17670678,415000,235,10381,6,6620000,3/20/2020,8/21/2016,Lifestyle,Punjab,705164837,7,7,No,Not Required,Trustable,Utsav Tiwary
Fit Tuber,https://www.youtube.com/watch?v=AzV3EA-1-yM,20 Min Full Body Workout Routine for Beginners,0:20:24,0,20,24,"1,224",Hindi,Health,11581001,340000,294,12831,11,6620000,9/18/2020,8/21/2016,Health,Not Available,705164837,8,7,Yes,Yes,Trustable,Jayita Mali
Fit Tuber,https://www.youtube.com/watch?v=WYt9VnY6PmY,How to Purify Your Blood Naturally?,0:09:24,0,9,24,564,Hindi,Health,6041710,285000,472,8486,14,6620000,7/16/2021,8/21/2016,Health,Not Available,705164837,5,7,Yes,Yes,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=Tl13Z42277s,How to Take Daily Vitamins and Minerals through Common Foods?,0:14:07,0,14,7,847,Hindi,Health,3183731,143,0,5230,16,662000,8/27/2021,8/21/2016,Health,Not Available,705164837,5,5,Yes,Yes,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=7YwsUAcMX60,How to Cleanse Your Liver Naturally?,0:09:22,0,9,22,562,Hindi,Health,6659965,226000,339,5861,9,6620000,9/10/2021,8/21/2016,Health,Not Available,705164837,8,7,Yes,Yes,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=vqRBCa1Jv4w,5 Natural Toothpastes in India Under Rs 219 that You Must Try (#3 is just Rs 70),0:11:29,0,11,29,689,English,Lifestyle,1040103,50000,481,3480,33,6620000,6/17/2022,8/21/2016,Health,Not Available,705164837,10,8,No,Not Required,Trustable,Mahesh
Fit Tuber,https://www.youtube.com/watch?v=pskMbM-2QQQ,"Permanent Solution to 4 Common Health Problems (Dark Lips, Bad Breath, Snoring & Acidity)",0:10:29,0,10,29,629,Hindi,Health,2143184,87000,406,1993,9,6620000,8/12/2022,8/21/2016,Health,Not Available,704872619,7,5,Yes,Yes,Trustable,Sagar Mali
Fit Tuber,https://www.youtube.com/watch?v=JlD_ALoujtM,How to Reset the Gut? ,9:29:00,9,29,0,"34,140",English,Health,130000,68900,5300,2042,157,6610000,9/23/2022,8/21/2016,Lifestyle,Punjab,704124503,8,6,Yes,Not Required,Not Trustable,Sai Prateek
Fit Tuber Telugu,https://www.youtube.com/watch?v=-m1wDJfYc3w,India?? Best Deodorant ???? ,0:05:49,0,5,49,349,Telugu,Health,54200,3100,572,114,21,303000,10/16/2021,9/21/2020,Health,Not Available,16230804,6,6,Yes,Yes,Trustable,Srikrishna
Fit Tuber Telugu,https://www.youtube.com/watch?v=pes8PSTtocw,India?? Best Hair Conditioner ???? | Fit Tuber Telugu,0:06:10,0,6,10,370,Telugu,Lifestyle,186146,3500,188,256,14,305000,10/23/2021,8/21/2020,Health,Not Available,16269575,10,7,No,Not Required,Trustable,Mahesh
Flying Beast,https://www.youtube.com/watch?v=7DlE8EESsi8,Best flight as a Captain,0:10:02,0,10,2,602,Hindi,Vlog,18111344,610000,337,8200,5,7730000,8/25/2018,12/1/2017,Vlog,Delhi,3216480311,9,9,No,Not Required,Trustable,Sachin Gautam
Flying Beast,https://www.youtube.com/watch?v=f8XUxe6ZnO0,Baccho ko Dekhte hi Rone lagi..,0:10:45,0,10,45,645,Hindi,Entertainment,213000,121000,5681,2400,113,7690000,9/14/2022,12/28/2012,Entertainment,Not Available,3166497554,6,6,No,Not Required,Trustable,Manya Tyagi
Flying Beast,https://www.youtube.com/watch?v=BD1o6sFDr0Y,Moving to a New City in USA,0:08:00,0,8,0,480,Hindi,Entertainment,1212784,57000,470,1302,11,7690000,9/21/2022,12/1/2017,Entertainment,Not Available,3172759281,7,7,No,Not Required,Trustable,Manya Tyagi
Flying Beast,https://www.youtube.com/watch?v=3O5A_FamrcA,Husband Wife in Cockpit Flying Together to Las Vegas USA,0:21:11,0,21,11,"1,271",Hindi,Lifestyle,2902300,186000,641,4600,16,77300000,9/24/2022,12/1/2017,Vlog,Delhi,3215145898,8,8,No,Yes,Trustable,Ayush Chakraborthy
Flying Beast,https://www.youtube.com/watch?v=ijPN20D7yOM,Dusshera vlog,0:06:02,0,6,2,362,Hindi,Vlog,766951,60000,782,848,11,7730000,10/11/2022,12/1/2017,Vlog,Delhi,3216480311,7,7,No,Not Required,Trustable,Sachin Gautam
Flying Beast,https://www.youtube.com/watch?v=mmqBVHR5CJ0,Bedrest | Chalna Firna Band,0:09:04,0,9,4,544,Hindi,Learning,280732,34000,1211,843,30,7720000,10/12/2022,12/1/2017,Vlog,Delhi,3217131029,7,8,No,Yes,Trustable,Manas Ramuka
Flying Beast,https://www.youtube.com/watch?v=VPHEhyUJ3xk,Starbucks ne kya kata,0:08:05,0,8,5,485,Hindi,Vlog,1093466,80000,732,1400,13,7730000,10/14/2022,12/1/2017,Vlog,Delhi,3216480311,8,7,No,Not Required,Trustable,Sachin Gautam
Flying Beast,https://www.youtube.com/watch?v=O24EuMiFxvo,Karwachauth vlog 2022,0:15:03,0,15,3,903,Hindi,Vlog,963943,78000,809,1600,17,7730000,10/16/2022,12/1/2017,Vlog,Delhi,3216480311,8,7,No,Not Required,Trustable,Sachin Gautam
Food Area Tamil,https://www.youtube.com/watch?v=_jjP8cz721Y,Chicken Kofta Biryani Recipe In Tamil | Easy Cooking With Jabbar Bhai,0:19:00,0,19,0,"1,140",Tamil,Cooking,144208,3600,250,166,12,131000000,10/8/2022,2/28/2020,Cooking,Tamil Nadu,173750582,8,8,No,Not Required,Trustable,Imran Khan
Foodie we,https://www.youtube.com/watch?v=Wdhkl16tUBg,Having Only ONE COLOR of Food || 60 minute Food Challenge,0:31:37,0,31,37,"1,897",Hindi,Vlog,8022547,273000,340,6576,8,1440000,3/28/2021,1/23/2019,Cooking,Punjab,328645666,10,10,No,Not Required,Trustable,Himanshi
Foodie we,https://www.youtube.com/watch?v=9_raj9FI5ms,Trying the food never tried before,0:17:30,0,17,30,"1,050",Hindi,Cooking,516948,42000,812,4600,89,1440000,10/12/2022,1/23/2019,Vlog,Not Available,328093795,6,6,Yes,Yes,Trustable,Praneeth kodam
Forex Tamil,https://www.youtube.com/watch?v=KbXiIenH4DA,Must Watch Forex Scam in Tamil Nadu,0:26:11,0,26,11,"1,571",Tamil,Stock Market,8418,245,291,93,110,196000,8/28/2022,3/7/2021,Share Market,Tamil Nadu,57498,8,8,No,Not Required,Trustable,Mohamad Moosa
Fraz,https://www.youtube.com/watch?v=bb4KGdvaUFA,Gadgets from Google | Perks of working at Google,6:58:00,6,58,0,"25,080",Hindi,Lifestyle,82200,3608,439,208,25,175000,10/11/2022,1/24/2020,Educational,Uttar Pradesh,10050521,10,10,No,Not Required,Trustable,Sai Prateek
freeCodeCamp.org,https://www.youtube.com/watch?v=DPnqb74Smug,Learn HTML5 - full course with code samples,0:52:54,0,52,54,"3,174",English,Educational,375821,5900,157,280,7,6480000,4/5/2018,12/17/2014,Employment,Not Available,442601622,9,9,Yes,Yes,Trustable,Ameya Nerkar
freeCodeCamp.org,https://www.youtube.com/watch?v=rfscVS0vtbw,Learn Python - Full Course for Beginners [Tutorial],4:26:51,4,26,51,"16,011",English,Educational,36841559,902000,245,42325,11,6480000,11/7/2018,12/17/2014,Employment,Not Available,442601622,9,10,Yes,Yes,Trustable,Ameya Nerkar
freeCodeCamp.org,https://www.youtube.com/watch?v=Vl0H-qTclOg,Microsoft Excel Tutorial for Beginners - Full Course,2:26:09,2,26,9,"8,769",English,Educational,5076017,82000,162,1780,4,64400000,10/28/2020,1/17/2014,Educational,Not Available,442081189,8,9,Yes,Yes,Trustable,Pardeep
freeCodeCamp.org,https://www.youtube.com/watch?v=Kbauf9IgsC4,"Build a Webshop – Angular, Node.js, TypeScript, Stripe",3:47:25,3,47,25,"13,645",English,Educational,38750,1300,335,76,20,6480000,1/11/2022,12/17/2014,Employment,Not Available,442601622,9,9,Yes,Yes,Trustable,Ameya Nerkar
freeCodeCamp.org,https://www.youtube.com/watch?v=7BHs1BzA4fs,"Code a 2D Game Using JavaScript, HTML, and CSS (w/ Free Game Assets) – Tutorial",2:31:45,2,31,45,"9,105",English,Educational,98668,3500,355,158,16,6480000,9/28/2022,12/17/2014,Employment,Not Available,442601622,9,9,Yes,Yes,Trustable,Ameya Nerkar
freeCodeCamp.org,https://www.youtube.com/watch?v=kTp5xUtcalw,Docker Containers and Kubernetes Fundamentals – Full Hands-On Course,5:56:36,5,56,36,"21,396",English,Educational,66287,3000,453,61,9,6480000,10/12/2022,12/17/2014,Employment,Not Available,442601622,9,9,Yes,Yes,Trustable,Ameya Nerkar
FrontLinesMedia,https://www.youtube.com/watch?v=U60-YAa12LQ, What Data Science || Road Map of Data Science in Telugu || Krishna Talkz ,0:08:14,0,8,14,494,Telugu,Educational,23115,1100,476,76,33,236000,1/31/2022,9/5/2019,Educational,Not Available,11833422,8,9,Yes,Yes,Trustable,Srikrishna
FrozenReel,https://www.youtube.com/watch?v=UxASuCN4dEk,Best Typing Job ?? Captcha Entry Job & Data EntryJob,0:11:02,0,11,2,662,Tamil,Employment,84041,2200,262,111,13,514000,3/19/2021,4/17/2020,Employment,Tamil Nadu,36586564,5,5,No,Not Required,Not Trustable,Mohamad Moosa
Fukra Insaan,https://www.youtube.com/watch?v=6IZOLbtuS1w,"Giving @Triggered Insaan RS 2,50,000 to spend in 1 HOUR challenge !!",0:13:27,0,13,27,807,Hindi,Entertainment,17691914,1700000,961,45902,26,5150000,2/16/2021,1/7/2019,Vlog,Delhi,829697849,10,10,No,Not Required,Trustable,Himanshi
Fun Science,https://www.youtube.com/watch?v=pVDqiYIxvdA,33 AMAZING SCIENCE EXPERIMENTS! ,0:15:07,0,15,7,907,English,Educational,20863773,87000,42,1314,1,642000,12/21/2021,10/15/2018,Educational,Not Available,143663003,8,7,Yes,Yes,Trustable,Jayita Mali
Fun2hell,https://www.youtube.com/watch?v=mIc_YRsyyog,BHOOTNATH || Fun 2 Hell || F2H,0:05:15,0,5,15,315,Hindi,Entertainment,3406,207,608,31,91,71000,11/18/2018,1/29/2018,Entertainment,Delhi,6996048,6,6,No,Not Required,Not Trustable,Utsav Tiwary
Funcho,https://www.youtube.com/watch?v=2WEoW_ItjnA,Restaurant v/s Street Food,0:14:17,0,14,17,857,Hindi,Entertainment,6707179,282000,420,3700,6,3360000,2/12/2022,2/18/2017,Entertainment,Not Available,769504387,6,7,Yes,Yes,Trustable,Praneeth kodam
Funmoji,https://www.youtube.com/watch?v=I-Nmilrwt1c,Summertime,0:11:04,0,11,4,664,Telugu,Entertainment,2395964,119000,497,1400,6,2110000,4/12/2022,6/15/2013,Entertainment,Not Available,384846743,6,7,Yes,Yes,Trustable,Praneeth kodam
FunPataka,https://www.youtube.com/watch?v=knitbIHfmhU,Love letter prank,0:08:34,0,8,34,514,Telugu,Entertainment,936086,53000,566,1600,17,1020000,4/12/2022,3/24/2016,Entertainment,Not Available,186400654,7,8,Yes,Yes,Trustable,Praneeth kodam
FunPataka,https://www.youtube.com/watch?v=pUcTNcH3U-o,Sridevi Soda Center Prank | Ft. Sudheer Babu | Telugu Pranks | 70mm Entertainments | FunPataka,0:23:21,0,23,21,"1,401",Telugu,Entertainment,1004506,68000,677,2600,26,1020000,9/20/2021,3/24/2016,Entertainment,Not Available,186652677,5,6,No,Not Required,Trustable,Srikrishna
furry fried,https://www.youtube.com/watch?v=CDhu8kDgeKA,Leaving Buddy for 1 Month with this Indian Family ,0:08:56,0,8,56,536,Hindi,Lifestyle,40589,2000,493,3000,739,512000,5/5/2022,2/15/2009,Lifestyle,Not Available,112625313,7,10,No,Not Required,Trustable,Vaishnavi
Gagan Pratap Maths,https://www.youtube.com/watch?v=guaxU4NhYGw,"Mock Target 50/50 in pre and 90/90 in mains By Gagan Pratap Sir for SSC CGL, CPO CHSL, MTS, Railway",1:10:25,1,10,25,"4,225",Hindi,Educational,135498,8200,605,295,22,3120000,10/10/2022,4/20/2017,Lifestyle,Not Available,89991518,7,10,No,Not Required,Trustable,Vaishnavi
GALATTA TAMIL,https://www.youtube.com/watch?v=SVNwjektUO4,"WOW: Dhee & Anirudh's Rocking ""Rakita Rakita"" performance",0:10:32,0,10,32,632,Tamil,Music,474990,10000,211,119,3,6390000,7/4/2022,9/23/2010,Entertainment,Tamil Nadu,4361369073,8,8,No,Not Required,Trustable,Mohamad Moosa
gamer,https://www.youtube.com/watch?v=SGgHUWE5z6c,"Top 10 Traps in the Lucchini Gambit | Chess Opening Tricks, Moves, Strategy & Tactics to Win Fast",0:08:55,0,8,55,535,Hindi,Entertainment,163234,9400,576,348,21,1310000,9/12/2022,2/20/2017,Entertainment,Not Available,131785615,10,10,No,Not Required,Trustable,Vaishnavi
Gaming with shivang 2.0,https://www.youtube.com/watch?v=b72-u1266eE,Can you escape the hardest slime prison in minecraft?,0:10:47,0,10,47,647,Hindi,Entertainment,257530,13000,505,136,5,942000,10/12/2022,7/30/2018,Entertainment,Not Available,90579525,4,6,Yes,Yes,Trustable,Praneeth kodam
Gaur Gopal Das,https://www.youtube.com/watch?v=yQWA9g9GotA,4 Things To Do To Build And Maintain Good Mental Health,0:42:10,0,42,10,"2,530",English,Motivation,54246,31000,5715,117,22,4480000,11/10/2022,4/12/2016,Motivation,Not Available,271972477,8,9,Yes,Yes,Trustable,Jayita Mali
Gaurav,https://www.youtube.com/watch?v=BGA7Ee4jS2w,iPhone 14 Pro Max Unboxing & First Look - The Dynamic Island Magic,0:08:56,0,8,56,536,Hindi,Entertainment,235000,196000,8340,19653,836,22400000,9/14/2022,10/19/2015,Entertainment,Not Available,3107415994,7,7,No,Not Required,Not Trustable,Manya Tyagi
Gaurav Chaudhary,https://www.youtube.com/watch?v=GguM158QH1o,???? Technical Guruji Kaun? Tg2.0??????,0:09:07,0,9,7,547,Hindi,Learning,416896,33000,792,1517,36,5180000,7/5/2022,5/7/2017,Vlog,Rajasthan ,318830820,6,6,No,Yes,Trustable,Manas Ramuka
Gaurav Kapoor,https://www.youtube.com/watch?v=zsdYLTQ74W4,Gaurav Kapoor | No Ball | Stand Up Comedy 2019,0:11:51,0,11,51,711,Hindi,Entertainment,9784537,389000,398,6646,7,1100000,11/25/2019,7/14/2012,Entertainment,Delhi,192825972,10,10,No,Not Required,Trustable,Himanshi
Gaurav Kapoor,https://www.youtube.com/watch?v=ZXGQbhF8u68,Stand Up Comedy,0:09:42,0,9,42,582,Hindi,Entertainment,1523779,89000,584,1312,9,1100000,10/15/2022,7/14/2012,Entertainment,Not Available,193140210,9,10,No,Not Required,Trustable,Vaishnavi
Gaurav Kaushal,https://www.youtube.com/watch?v=5-IzyhhRv7s,Now AGNIPATH 2.0 for UPSC Civil Services? | Gaurav Kaushal,0:22:31,0,22,31,"1,351",Hindi,Employment,128411,5000,389,693,54,5580000,10/14/2022,3/20/2009,Motivation,Not Available,48922211,5,6,Yes,Yes,Trustable,Sagar Mali
Gaurav Sunil,https://www.youtube.com/watch?v=NmrkdMnVQ1U,Instagram bio la mazaka,21:12:00,21,12,0,"76,320",Telugu,Entertainment,40300,3581,889,254,63,139000,10/14/2022,12/2/2009,Entertainment,Not Available,10965895,10,10,No,Not Required,Trustable,Sai Prateek
Gaurav zone,https://www.youtube.com/watch?v=LNjHLoGuRJk,Deadliest ghost prank- scariest prank in India ever,0:09:36,0,9,36,576,Hindi,Entertainment,919836,46000,500,1079,12,4750000,7/2/2022,8/22/2013,Entertainment,Delhi,998860899,9,9,Yes,Yes,Trustable,Ayush Chakraborthy
Gaurav zone,https://www.youtube.com/watch?v=ZOy07X_BMRQ,Police Caught Us On My 29Th Birthday ??,0:17:53,0,17,53,"1,073",Hindi,Entertainment,248451,21000,845,871,35,4740000,10/10/2022,8/22/2013,Vlog,Delhi,995161327,5,6,No,Yes,Trustable,Manas Ramuka
Gaurav zone,https://www.youtube.com/watch?v=C2GkrzNZmX4,Apni New Thar ME Ki Leather Jacket Ki shopping - *Cheapest Leather Jackets In Delhi*,0:17:57,0,17,57,"1,077",Hindi,Lifestyle,255381,21000,822,522,20,4750000,10/16/2022,8/22/2013,Vlog,Not Available,996207065,8,8,No,Yes,Trustable,Ayush Chakraborthy
Geeky Show,https://www.youtube.com/watch?v=NbNgUqIuhv8,How reels and shorts are affecting programmers brain (Hindi),0:03:31,0,3,31,211,Hindi,Employment,16881,1500,889,137,81,452000,10/11/2022,6/20/2013,Educational,Not Available,81369270,5,8,Yes,Yes,Trustable,Sagar Mali
Geekyranjit,https://www.youtube.com/watch?v=OjTGe06mnm8,Batman Galaxy S7 Edge Injustice Edition!,0:05:03,0,5,3,303,English,Review,9468044,63000,67,2742,3,3330000,7/25/2016,6/1/2011,Review,Andhra Pradesh,804200262,10,10,No,Not Required,Trustable,Himanshi
Geekyranjit,https://www.youtube.com/watch?v=uyhcaPrrM5o,WiFi Routers Everything You Should Know - Geekyranjit Explains,0:16:28,0,16,28,988,English,Review,768293,14000,182,1224,16,3330000,3/11/2017,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
Geekyranjit,https://www.youtube.com/watch?v=ol0kkY4W_dU,JBL Tune 130NC Active Noise Cancellation TWS Headphones Overview,0:12:12,0,12,12,732,English,Review,210043,5200,248,811,39,3330000,5/3/2022,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
Geekyranjit,https://www.youtube.com/watch?v=HPVN5No5GL8,Dual Screen Laptop | Asus Zenbook Pro Duo 14 OLED Hands On Overview,0:14:56,0,14,56,896,English,Review,60035,1500,250,127,21,3330000,8/25/2022,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
Geekyranjit,https://www.youtube.com/watch?v=b_oU9Z5LlLI,Samsung Z Fold 4 Full Review | The 'S' Fold Upgrade,0:23:48,0,23,48,"1,428",English,Review,49881,1800,361,183,37,3330000,9/1/2022,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
Geekyranjit,https://www.youtube.com/watch?v=_loaiUbeHmo,Xiaomi Notebook Pro 120G Review | Macbook for Windows?,0:14:05,0,14,5,845,English,Review,108444,2800,258,286,26,3330000,9/9/2022,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
Geekyranjit,https://www.youtube.com/watch?v=AvW__DQGmAQ,"w Asus Chromebooks, Hybrid Tablet & Sale Deals",0:14:57,0,14,57,897,English,Review,57583,1600,278,185,32,3330000,9/29/2022,1/6/2011,Review,Telangana,804296060,7,7,Yes,Yes,Trustable,Pardeep
